Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
0.16650958685205247,0.3128102103725597,0.49668825451819976,0.22978247927933895,0.6375459242905103,0.47893323168214696,0.4518629680296572,1
0.4348161971758181,0.2726491018067007,0.9072058490853547,0.5871648875159914,0.5417817467911238,0.5325710261940847,0.4315465607043504,1
0.522148619069859,0.4554420783528854,0.375204509674626,0.3217851833633452,0.7335148951494393,0.44223570592117034,0.7254115028207041,0
0.4868390719647949,0.34238064637923116,0.6768583639619885,0.35542291272494086,0.8107098652870848,0.10548681835558527,0.5645354582576668,1
0.6822954064233981,0.4621581298549249,0.5085149348920771,0.2928687760783112,0.7520801676038624,0.3159630433690839,0.5391649404587335,1
0.21917327962280103,0.44834150504750775,0.3579635870771066,0.2924881861736211,0.08727003633992125,0.6370240475099764,0.2330811549430961,0
0.6791421447075889,0.8224148057429101,0.6326536950032943,0.13827505525248693,0.7593686165596037,0.2617389813603013,0.7071821828021824,1
0.3574381614684521,0.5687466120705936,0.69712120892957,0.2667594760477208,0.4747157647512281,0.5432357108290623,0.3658825029992696,1
0.1764125194357169,0.16266959816026938,0.6435305566734217,0.20289251785605983,0.680808422674551,0.8531258049016088,0.0669798326895697,0
0.4799944747331224,0.5670437247092981,0.14341845091440797,0.4509984016632509,0.49739908898772756,0.6077198308606562,0.6870991576640499,0
0.2893784935136459,0.4581170692586901,0.4067083463172395,0.28289873139039534,0.6883606491008394,0.7855155983723787,0.2480812942766107,0
0.7873757887760742,0.5521353935291864,0.38538552011168015,0.4984003649734662,0.25779602686635894,0.5671655457175427,0.6087851189111353,1
0.5338689780132507,0.39205443968443726,0.3719139653675565,0.7005439815414692,0.16052302540452784,0.3836938338691181,0.3126363418560334,0
0.42028195733994733,0.421976248256148,0.7476873152874048,0.6100600667445718,0.5557155677587293,0.4893417712196758,0.6465415681212913,1
0.8249527062241291,0.5790854379102319,0.44597063142751614,0.4918280228213202,0.3338244612083442,0.5041254768690961,0.6452835057368502,1
0.293192924271823,0.27800182384003064,0.9629757484461552,0.4647477558626596,0.6699958229208418,0.4371738837301765,0.39984330329801004,1
0.4083480164469438,0.38184728625264064,0.32833671394836844,0.49391407014513783,0.7360077926419721,0.8416573512243144,0.4460094561405558,0
0.54319419462372,0.04225065207157441,0.5709890033876872,0.7723112278263344,0.595522209188668,0.1822940096970651,0.604975789088878,1
0.5211487748692657,0.8332793969142548,0.30588829151378855,0.8451265611375478,0.5028147087377127,0.43861166036507343,0.7141773691217603,0
0.3465517153488759,0.6652337036342671,0.4325392551096493,0.9635485448629353,0.6101809838828911,0.4962513516059412,0.3740952017264165,1
0.3246469339342406,0.2598174571043728,0.20640155360990514,0.47365968066825614,0.853056776553444,0.4962513516059412,0.5589166076292147,0
0.6642501787862203,0.5327898303832078,0.4097994890848401,0.5060764433309661,0.5626419789731052,0.073460767935569,0.7272840945053454,1
0.3160067699100547,0.5356342065725912,0.5607736455281245,0.45547808443032933,0.7481868985491328,0.5237867998979151,0.774840985246428,0
0.5635078714070638,0.5288461562546607,0.33013153272672857,0.5117152293139136,0.5154413601579432,0.4687051544129819,0.6784013190294212,0
0.6009518813095507,0.4460070415415882,0.4731767186530571,0.6144449158843566,0.053037252788171785,0.26395211824445963,0.3693703843563442,0
0.42473584154907174,0.19089016748395476,0.4351774829771761,0.44527977766585325,0.18824020303162203,0.6170742772164555,0.15706615713960714,0
0.5213098639601059,0.5583482690230381,0.6370881488340289,0.5582937822240659,0.6790579000842615,0.5203814792940176,0.23725431373139716,1
0.7437548091927777,0.7037489406392936,0.33963721555923004,0.7325217467963537,0.3638169622697085,0.4832716501035141,0.2843804077461722,0
0.6902082957270301,0.8249621711844819,0.37135502819800803,0.603758250231105,0.42638006390341443,0.3141085741434895,0.393296605196724,0
0.4927731465531981,0.8099733926424206,0.37216268494470683,0.46020549463911686,0.41757211704815117,0.5258782616809053,0.6396816745090856,0
0.5900769604087299,0.3437733057778344,0.21789140055842893,0.32967583127246225,0.19535827595693228,0.7039971653849679,0.22821365150991862,0
0.3027670571410085,0.6095989352388297,0.7840860716994058,0.5500639720499424,0.7753365156519547,0.2667499389003158,0.26336685529307396,1
0.7129901751614726,0.25515358867990956,0.5385348568067814,0.23859833073051798,0.7524604954936369,0.37534158317116845,0.5975950325416449,1
0.49345284399416944,0.4836102269623381,0.7752747690058953,0.4117474029816182,0.9566108518749091,0.11164903474499555,0.9836049405834197,0
0.5470621287786254,0.4577119070970264,0.7757480500755274,0.7623384109326439,0.5390731858601928,0.5520375988129087,0.6971794553223178,1
0.4580046008204505,0.31910483429929437,0.14391738194067777,0.48420366802352327,0.5562611234159774,0.9423793492233976,0.4088261754211371,0
0.25439218395815566,0.724278348485597,0.44037331125482043,0.5784381024870235,0.6297465987221516,0.4403962682183985,0.3636869330048159,1
0.9321400033611241,0.42068857229696277,0.0763031890079735,0.6343623424436193,0.5357221050241725,0.6039530893345226,0.27731908778355896,1
0.3766552639772097,0.1952591809998861,0.9093110134715296,0.34631519184968973,0.5868830243227021,0.5936794587193672,0.29358244059057115,1
0.6748037424284543,0.3229833853498548,0.6405472100750752,0.5719514197065707,0.9216159388244876,0.10861954700207449,0.7164236723877472,1
0.6660827269554443,0.4435477647814072,0.45564864940150174,0.6445138089637705,0.4984640317440938,0.3761229101218798,0.5891738112730545,0
0.5161375591066079,0.37279556881976456,0.6810051814304823,0.8133097877815729,0.555242492910785,0.5982182553812845,0.7358929540163015,1
0.4016128585131178,0.28387879490646123,0.728072035220999,0.4363932825223612,0.4182538260998875,0.5716991024997171,0.3473603182974615,0
0.6284990575358097,0.7139104892683485,0.5640425624183629,0.5683834168728679,0.303712855925099,0.16907986514942686,0.5113043505008978,0
0.9304234795693052,0.9598129547797949,0.28367148047915064,0.5651763428612534,0.4683348534709068,0.5553416715369666,0.7259068667929295,1
0.5536216706671052,0.616017772927223,0.49900789342211294,0.5060764433309661,0.4004786704802641,0.12366806594073798,0.6047843668732211,1
0.5032603455735423,0.5269974994415404,0.4696599606668458,0.6472303964839623,0.6021058401917685,0.47274320423721466,0.10364958592563278,1
0.4161764092678455,0.9578602143803949,0.31505817080496223,0.4999175353308864,0.639073276456255,0.6771951610476002,0.7672519672092932,0
0.22853588884507153,0.7016098254833705,0.40612773692546417,0.4688483366724806,0.6116661210456611,0.7031809438098906,0.5522301555718414,0
0.44334036080244893,0.8992238758328749,0.2868967319016601,0.4901352765910311,0.457059203249658,0.6672983216486421,0.7467992683095905,0
0.26624175513287823,0.6858704396977156,0.6253945509730237,0.16602007392822699,0.42689397110448535,0.5887453848703248,0.2930630534622406,1
0.5106147152574392,0.40540492582460397,0.328386749561696,0.3483225828856437,0.6115949410880341,0.5387227077587358,0.6195627573760178,0
0.6803176976820617,0.31255459594028,0.2055240356992717,0.8968110478576768,0.4864669978470023,0.44349228319113554,0.5702912179866797,1
0.6669438038246833,0.40234441916163965,0.6106654536238288,0.7046436186743021,0.5894534492916561,0.5572638185772752,0.3897354693150755,1
0.8414643163760327,0.20093454110701842,0.2400449661673837,0.15679584083150053,0.8039146967762608,0.6152390165937467,0.534231792799245,1
0.7469424003846183,0.5426953557456836,0.30910318274711374,0.7724224492168084,0.6211847632501649,0.35579168512218295,0.6960389316801425,1
0.7266233677791117,0.5544154444821314,0.5101729680162225,0.4036455495520464,0.38316927809162515,0.6590996221615362,0.20123544730749038,1
0.6566011905368999,0.49609305984210694,0.6656577374187745,0.5420763920485953,0.3599147150206332,0.7076634234609545,0.7290062428278682,1
0.5039839634636507,0.6117139023904672,0.4633265922233478,0.7880137795312467,0.8132080053953656,0.4095491463491471,0.365582661447732,1
